codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_locales
2938,GELATINA SABOR NARANJA X 1KG,"Insumo de repostería GELATINA SABOR NARANJA X 1KG, marca ALZOL, 1KG.",Insumo de repostería: GELATINA SABOR NARANJA X 1KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1972,GELATINA SIN SABOR ALZOL X 1 KG,"Insumo de repostería GELATINA SIN SABOR ALZOL X 1 KG, 1 KG.",Insumo de repostería: GELATINA SIN SABOR ALZOL X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2101,GLICERINA PURA X 60 CC,"Insumo de repostería GLICERINA PURA X 60 CC, marca FLEIBOR.",Insumo de repostería: GLICERINA PURA X 60 CC. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2092,GLUCOSA X 250 GRS,"Insumo de repostería GLUCOSA X 250 GRS, marca PASTELAR, 250 GRS.",Insumo de repostería: GLUCOSA X 250 GRS. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2440,GLUCOSA X 3 KG,"Insumo de repostería GLUCOSA X 3 KG, marca PASTELAR, 3 KG.",Insumo de repostería: GLUCOSA X 3 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2393,ILUMINADOR AZUL PERLA X 3 GRS,"Insumo de repostería ILUMINADOR AZUL PERLA X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR AZUL PERLA X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2391,ILUMINADOR NACAR X 3 GRS,"Insumo de repostería ILUMINADOR NACAR X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR NACAR X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2392,ILUMINADOR ROJO X 3 GRS,"Insumo de repostería ILUMINADOR ROJO X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR ROJO X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2396,ILUMINADOR VIOLETA P X 3 GRS,"Insumo de repostería ILUMINADOR VIOLETA P X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR VIOLETA P X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2394,ILUMINADOR AZUL X 3 GRS,"Insumo de repostería ILUMINADOR AZUL X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR AZUL X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2395,ILUMINADOR DORADO PERLA X 3 GRS,"Insumo de repostería ILUMINADOR DORADO PERLA X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR DORADO PERLA X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2389,ILUMINADOR VERDE X 3 GRS,"Insumo de repostería ILUMINADOR VERDE X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR VERDE X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2390,ILUMINADOR VERDE P X 3 GRS,"Insumo de repostería ILUMINADOR VERDE P X 3 GRS, marca FLEIBOR, 3 GRS.",Insumo de repostería: ILUMINADOR VERDE P X 3 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2380,LICOR MARASCHINO X 1 LT,"Insumo de repostería LICOR MARASCHINO X 1 LT, marca MOSER, 1 L.",Insumo de repostería: LICOR MARASCHINO X 1 LT. Marca VINOS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1705,LICOR RHUM X 1 LT,"Insumo de repostería LICOR RHUM X 1 LT, marca MOSER, 1 L.",Insumo de repostería: LICOR RHUM X 1 LT. Marca VINOS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2347,LIPOSOLUBLE EN POLVO AMARILLO X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO AMARILLO X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo de repostería: LIPOSOLUBLE EN POLVO AMARILLO X 5 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2351,LIPOSOLUBLE EN POLVO AZUL X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO AZUL X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo de repostería: LIPOSOLUBLE EN POLVO AZUL X 5 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2388,LIPOSOLUBLE EN POLVO BLANCO X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO BLANCO X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo para preparar helados: LIPOSOLUBLE EN POLVO BLANCO X 5 GRS. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2354,LIPOSOLUBLE EN POLVO NEGRO X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO NEGRO X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo de repostería: LIPOSOLUBLE EN POLVO NEGRO X 5 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2348,LIPOSOLUBLE EN POLVO NJA X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO NJA X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo para preparar helados: LIPOSOLUBLE EN POLVO NJA X 5 GRS. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2349,LIPOSOLUBLE EN POLVO ROJO X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO ROJO X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo de repostería: LIPOSOLUBLE EN POLVO ROJO X 5 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2350,LIPOSOLUBLE EN POLVO ROSA X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO ROSA X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo de repostería: LIPOSOLUBLE EN POLVO ROSA X 5 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2353,LIPOSOLUBLE EN POLVO VERDE X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO VERDE X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo de repostería: LIPOSOLUBLE EN POLVO VERDE X 5 GRS. Marca COLORANTES Y ESENCIAS REPOSTERIA. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2352,LIPOSOLUBLE EN POLVO VIOLETA X 5 GRS,"Insumo de repostería LIPOSOLUBLE EN POLVO VIOLETA X 5 GRS, marca FLEIBOR, 5 GRS.",Insumo para preparar helados: LIPOSOLUBLE EN POLVO VIOLETA X 5 GRS. Marca COLORANTES Y ESENCIAS HELADOS. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1243,MICKY PASTA UNTABLE AVELLANA 4 KG,"Insumo de repostería MICKY PASTA UNTABLE AVELLANA 4 KG, marca MAPSA, 4 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE AVELLANA 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2793,MICKY PASTA UNTABLE AVELLANA X 10 KG,"Insumo de repostería MICKY PASTA UNTABLE AVELLANA X 10 KG, marca MAPSA, 10 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE AVELLANA X 10 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1260,MICKY PASTA UNTABLE AVELLANA X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE AVELLANA X 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE AVELLANA X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2893,MICKY PASTA UNTABLE AVELLANA X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE AVELLANA X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE AVELLANA X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1247,MICKY PASTA UNTABLE BANANITA 4 KG,"Insumo de repostería MICKY PASTA UNTABLE BANANITA 4 KG, marca MAPSA, 4 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE BANANITA 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1253,MICKY PASTA UNTABLE BANANITA X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE BANANITA X 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE BANANITA X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2894,MICKY PASTA UNTABLE BANANITA X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE BANANITA X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE BANANITA X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1241,MICKY PASTA UNTABLE CHOCOLATE 4 KG,"Insumo de repostería MICKY PASTA UNTABLE CHOCOLATE 4 KG, marca MAPSA, 4 KG.",Chocolate / cobertura: MICKY PASTA UNTABLE CHOCOLATE 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1256,MICKY PASTA UNTABLE CHOCOLATE X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE CHOCOLATE X 450 GRS, marca MAPSA, 450 GRS.",Chocolate / cobertura: MICKY PASTA UNTABLE CHOCOLATE X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2895,MICKY PASTA UNTABLE CHOCOLATE X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE CHOCOLATE X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Chocolate / cobertura: MICKY PASTA UNTABLE CHOCOLATE X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1242,MICKY PASTA UNTABLE FRUTILLA 4 KG,"Insumo de repostería MICKY PASTA UNTABLE FRUTILLA 4 KG, marca MAPSA, 4 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE FRUTILLA 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1257,MICKY PASTA UNTABLE FRUTILLA X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE FRUTILLA X 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE FRUTILLA X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2896,MICKY PASTA UNTABLE FRUTILLA X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE FRUTILLA X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE FRUTILLA X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1244,MICKY PASTA UNTABLE MANI 4 KG,"Insumo de repostería MICKY PASTA UNTABLE MANI 4 KG, marca MAPSA, 4 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MANI 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2785,MICKY PASTA UNTABLE MANI X 10 KG,"Insumo de repostería MICKY PASTA UNTABLE MANI X 10 KG, marca MAPSA, 10 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MANI X 10 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1261,MICKY PASTA UNTABLE MANI X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE MANI X 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MANI X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2897,MICKY PASTA UNTABLE MANI X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE MANI X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MANI X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1246,MICKY PASTA UNTABLE MENTA 4 KG,"Insumo de repostería MICKY PASTA UNTABLE MENTA 4 KG, marca MAPSA, 4 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MENTA 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1259,MICKY PASTA UNTABLE MENTA X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE MENTA X 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MENTA X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2898,MICKY PASTA UNTABLE MENTA X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE MENTA X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE MENTA X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2869,MICKY PASTA UNTABLE PISTACHO 4 KG,"Insumo de repostería MICKY PASTA UNTABLE PISTACHO 4 KG, marca MAPSA, 4 KG.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE PISTACHO 4 KG. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2876,MICKY PASTA UNTABLE PISTACHO 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE PISTACHO 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE PISTACHO 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2899,MICKY PASTA UNTABLE PISTACHO X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE PISTACHO X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE PISTACHO X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1258,MICKY PASTA UNTABLE TIRAMISU X 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE TIRAMISU X 450 GRS, marca MAPSA, 450 GRS.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE TIRAMISU X 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2900,MICKY PASTA UNTABLE TIRAMISU X CAJA 6U 450 GRS,"Insumo de repostería MICKY PASTA UNTABLE TIRAMISU X CAJA 6U 450 GRS, marca MAPSA, 450 GRS, x6 unidades.",Pasta saborizante para helados o repostería: MICKY PASTA UNTABLE TIRAMISU X CAJA 6U 450 GRS. Marca PASTAS PARA RELLENO. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1228,MOUSSE DE CHOCOLATE P/ DECORACION Y RELLENO X 1 KG,"Insumo de repostería MOUSSE DE CHOCOLATE P/ DECORACION Y RELLENO X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura: MOUSSE DE CHOCOLATE P/ DECORACION Y RELLENO X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2883,MOUSSE DE CHOCOLATE P/ DECORACION Y RELLENO X CAJA 4 KG,"Insumo de repostería MOUSSE DE CHOCOLATE P/ DECORACION Y RELLENO X CAJA 4 KG, marca MAPSA, 4 KG.",Chocolate / cobertura: MOUSSE DE CHOCOLATE P/ DECORACION Y RELLENO X CAJA 4 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1230,MOUSSE DE DULCE DE LECHE P/ DECORACION Y RELLENO X 1 KG,"Insumo de repostería MOUSSE DE DULCE DE LECHE P/ DECORACION Y RELLENO X 1 KG, marca MAPSA, 1 KG.",Mousse / base para helados: MOUSSE DE DULCE DE LECHE P/ DECORACION Y RELLENO X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2884,MOUSSE DE DULCE DE LECHE P/ DECORACION Y RELLENO X CAJA 4 KG,"Insumo de repostería MOUSSE DE DULCE DE LECHE P/ DECORACION Y RELLENO X CAJA 4 KG, marca MAPSA, 4 KG.",Mousse / base para helados: MOUSSE DE DULCE DE LECHE P/ DECORACION Y RELLENO X CAJA 4 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1224,MOUSSE DE FRUTILLA P/DECORACION Y RELLENO X 1 KG,"Insumo de repostería MOUSSE DE FRUTILLA P/DECORACION Y RELLENO X 1 KG, marca MAPSA, 1 KG.",Mousse / base para helados: MOUSSE DE FRUTILLA P/DECORACION Y RELLENO X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2885,MOUSSE DE FRUTILLA P/DECORACION Y RELLENO X CAJA X 4 KG,"Insumo de repostería MOUSSE DE FRUTILLA P/DECORACION Y RELLENO X CAJA X 4 KG, marca MAPSA, 4 KG.",Mousse / base para helados: MOUSSE DE FRUTILLA P/DECORACION Y RELLENO X CAJA X 4 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
1226,MOUSSE DE VAINILLA P/ DECORACION Y RELLENO X 1 KG,"Insumo de repostería MOUSSE DE VAINILLA P/ DECORACION Y RELLENO X 1 KG, marca MAPSA, 1 KG.",Mousse / base para helados: MOUSSE DE VAINILLA P/ DECORACION Y RELLENO X 1 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2887,MOUSSE DE VAINILLA P/ DECORACION Y RELLENO X CAJA 4 KG,"Insumo de repostería MOUSSE DE VAINILLA P/ DECORACION Y RELLENO X CAJA 4 KG, marca MAPSA, 4 KG.",Mousse / base para helados: MOUSSE DE VAINILLA P/ DECORACION Y RELLENO X CAJA 4 KG. Marca POLVOS SOLUBLES Y ADITIVOS P. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2038,PASTA BALLINA CHOCOLATE X 3 KG,"Insumo de repostería PASTA BALLINA CHOCOLATE X 3 KG, 3 KG.",Chocolate / cobertura: PASTA BALLINA CHOCOLATE X 3 KG. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2081,PASTA BALLINA CHOCOLATE X 500 GR,"Insumo de repostería PASTA BALLINA CHOCOLATE X 500 GR, 500 GR.",Chocolate / cobertura: PASTA BALLINA CHOCOLATE X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2039,PASTA BALLINA VAINILLA X 3 KG,"Insumo de repostería PASTA BALLINA VAINILLA X 3 KG, 3 KG.",Pasta saborizante para helados o repostería: PASTA BALLINA VAINILLA X 3 KG. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2071,PASTA BALLINA VAINILLA X 500 GR,"Insumo de repostería PASTA BALLINA VAINILLA X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA VAINILLA X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2331,PASTA BALLINA COLOR AMARILLA X 500 GR,"Insumo de repostería PASTA BALLINA COLOR AMARILLA X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR AMARILLA X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2330,PASTA BALLINA COLOR AZUL X 500 GR,"Insumo de repostería PASTA BALLINA COLOR AZUL X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR AZUL X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2332,PASTA BALLINA COLOR CELESTE X 500 GR,"Insumo de repostería PASTA BALLINA COLOR CELESTE X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR CELESTE X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2671,PASTA BALLINA COLOR FUCSIA X 500 GR,"Insumo de repostería PASTA BALLINA COLOR FUCSIA X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR FUCSIA X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2688,PASTA BALLINA COLOR NARANJA X 500 GR,"Insumo de repostería PASTA BALLINA COLOR NARANJA X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR NARANJA X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2329,PASTA BALLINA COLOR NEGRA X 500 GR,"Insumo de repostería PASTA BALLINA COLOR NEGRA X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR NEGRA X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
2339,PASTA BALLINA COLOR ROJO X 500 GR,"Insumo de repostería PASTA BALLINA COLOR ROJO X 500 GR, 500 GR.",Pasta saborizante para helados o repostería: PASTA BALLINA COLOR ROJO X 500 GR. Marca PASTA PARA CUBRIR TORTAS Y MODELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,
