codigo_zona,nombre,zone_type,description,color,dia_visita,codigo_ruta,vendedor_codigo,n_clientes_excel,n_pts_geo,geometry_wkt,is_mock
223,Zona 223 (V22 - Miércoles),sales,"Ruta ERP zona 223: vendedor 22, visita Miércoles.",#3498DB,miercoles,22,22,13,11,"MULTIPOLYGON (((-64.16611710088004 -31.48200322619836, -64.16638934395584 -31.48254128778212, -64.16676369271083 -31.48301403461699, -64.16722502235055 -31.483402366335696, -64.16775469379611 -31.483690593190783, -64.16833130675799 -31.48386706996671, -64.16893156437084 -31.48392466648092, -64.16953121445567 -31.483861055664267, -64.17010602937943 -31.483678807581462, -64.17063278492279 -31.4833852855929, -64.21750055727578 -31.450694981427898, -64.21795073237784 -31.45030962787959, -64.21831637931126 -31.449843304708626, -64.21858323154923 -31.44931420654874, -64.21874087725926 -31.44874297733922, -64.21878316554402 -31.44815190485578, -64.2187084464322 -31.447564051103534, -64.21851963525582 -31.447002352501634, -64.21822409890208 -31.44648872496799, -64.2178333683779 -31.446043208821056, -64.21736268890209 -31.445683186862343, -64.2168304250793 -31.445422706147806, -64.21625734436417 -31.44527192991078, -64.17734971103117 -31.43905919657778, -64.17715840487537 -31.439034925368873, -64.16884853820837 -31.438251058701873, -64.16824640226646 -31.438254958185162, -64.16017293559946 -31.439122158185164, -64.15963785611406 -31.439229559385435, -64.15913108770368 -31.439432120121403, -64.15866940130992 -31.439723136868917, -64.15826807593479 -31.440092978749693, -64.1579403929989 -31.44052940625461, -64.1544234596659 -31.446227906254606, -64.15414891288016 -31.44680084523036, -64.15400117418162 -31.447418751602278, -64.15398686940479 -31.448053913298907, -64.15410664009511 -31.448677844376224, -64.1572079114981 -31.458856790531225, -64.15727824463605 -31.459060968188357, -64.16611710088004 -31.48200322619836)))",false
224,Zona 224 (V22 - Jueves),sales,"Ruta ERP zona 224: vendedor 22, visita Jueves.",#3498DB,jueves,22,22,20,20,"MULTIPOLYGON (((-64.22670949042224 -31.434531413204688, -64.22699824588273 -31.4345383178764, -64.23086124588274 -31.434444617876398, -64.23162288205249 -31.43432713262587, -64.24919728205249 -31.429238432625873, -64.24971472834218 -31.42903496357478, -64.25018573928064 -31.428739499510424, -64.2505941356255 -31.428362189633837, -64.2601333356255 -31.417748689633836, -64.26048160356947 -31.417275018425514, -64.26073080282008 -31.41674251987351, -64.26087136260394 -31.416171645174863, -64.26089788456676 -31.415584319405053, -64.26080935010316 -31.415003099461188, -64.26060915947734 -31.414450307739354, -64.24490635947734 -31.381574307739356, -64.24461046916475 -31.381082289283256, -64.24422626757443 -31.380655648478584, -64.24376782644129 -31.380310011435334, -64.24325193659146 -31.380058037426604, -64.24269749296295 -31.3799089552311, -64.22100412296295 -31.3762557352311, -64.22041734813432 -31.376215388076332, -64.21983397812285 -31.37629030150723, -64.21927643589525 -31.376477596079642, -64.21876615167687 -31.376770072760575, -64.21832273923911 -31.377156489637084, -64.21796324200575 -31.37762199402119, -64.20669731200574 -31.39561458068819, -64.20641403422624 -31.396199731989107, -64.20626346641986 -31.396832169876188, -64.20625267939042 -31.397482194479817, -64.20638217970684 -31.398119280041872, -64.21718727970683 -31.431955113374872, -64.21742303031851 -31.432500152422715, -64.21776152117029 -31.432988076451473, -64.21818948921594 -31.43339976719277, -64.21869016543516 -31.433719093417952, -64.21924393189202 -31.43393354300604, -64.21982909042224 -31.43403471320469, -64.22670949042224 -31.434531413204688)))",false
225,Zona 225 (V22 - Viernes),sales,"Ruta ERP zona 225: vendedor 22, visita Viernes.",#3498DB,viernes,22,22,13,10,"MULTIPOLYGON (((-64.18165111835175 -31.356782584875987, -64.18245641443734 -31.356795543892563, -64.25112776443734 -31.348616273892564, -64.25163792123045 -31.348509928957473, -64.25212197807423 -31.34831690520046, -64.25256532886543 -31.348043026988975, -64.25295459577968 -31.34769655842151, -64.26607997911269 -31.333790895088512, -64.26643160723148 -31.333338689801646, -64.26669087444829 -31.33282789388772, -64.26684832811213 -31.332277130509187, -64.26689822760316 -31.331706480006527, -64.26683875363055 -31.331136747786992, -64.26667207456217 -31.33058870577806, -64.26640426736786 -31.330082335101505, -64.26604509605856 -31.329636097579584, -64.26560765569917 -31.329266262633475, -64.26510789497418 -31.328986314114736, -64.2645640347129 -31.328806458696135, -64.26399590357435 -31.32873325374547, -64.26342421511201 -31.328769368249805, -64.152796649223 -31.346475398279804, -64.15221113271784 -31.346631066288996, -64.15166883307437 -31.346901201817175, -64.15119186780919 -31.34727478747366, -64.15079968979737 -31.34773658668754, -64.15050829389301 -31.348267765126323, -64.15032956458441 -31.348846658848135, -64.15027079128899 -31.349449657858624, -64.15033437105669 -31.35005216903698, -64.15051771080712 -31.350629619158475, -64.15081333308751 -31.35115845710553, -64.15120918103817 -31.351617114392468, -64.15168911012769 -31.35198688482928, -64.15223354660242 -31.35225268744757, -64.15282028579576 -31.352403681572987, -64.18165111835175 -31.356782584875987)))",false
226,Zona 226 (V22 - Sábado),sales,"Ruta ERP zona 226: vendedor 22, visita Sábado.",#3498DB,sabado,22,22,12,12,"MULTIPOLYGON (((-64.25574008083017 -31.402506877132186, -64.25635748316814 -31.402570699408948, -64.25697480489418 -31.402506102067697, -64.25756562059635 -31.402315850297605, -64.25810463949405 -31.40200808812016, -64.27146063949404 -31.392423988120157, -64.27179997578169 -31.39214036103466, -64.27209392622461 -31.391809927112586, -64.27830792622461 -31.383690827112584, -64.278620669258 -31.383185301841895, -64.27882759668421 -31.382628036156134, -64.27984509668421 -31.378745536156135, -64.27993957692881 -31.378130347910627, -64.28092367692881 -31.35784224791063, -64.28088395821747 -31.35718937577067, -64.28070368849069 -31.35656062905476, -64.2803914369622 -31.355985895559893, -64.27996204666826 -31.355492495536964, -64.24829184666827 -31.326258295536963, -64.24784285869976 -31.32591612343834, -64.24733771865682 -31.325664120505902, -64.24679431253477 -31.325511209657822, -64.24623188125403 -31.32546280516041, -64.24567033937767 -31.32552062091979, -64.24512956997678 -31.325682609795937, -64.24462872061075 -31.325943036087782, -64.24418552535064 -31.326292678622895, -64.20336222535065 -31.365262078622894, -64.20299344858162 -31.365687057589316, -64.20271051536398 -31.366173423934402, -64.20252337876731 -31.36670406818573, -64.20243862191252 -31.367260323255675, -64.20245922638966 -31.367822621115174, -64.20258446737118 -31.368371181160953, -64.20280993910997 -31.368886706060724, -64.20312770992543 -31.369351060597815, -64.20352660122543 -31.369747909634672, -64.23849060122544 -31.398541209634672, -64.23909881036599 -31.398929634775058, -64.23978218083016 -31.399161577132183, -64.25574008083017 -31.402506877132186)))",false
311,Zona 311 (V31 - Lunes),sales,"Ruta ERP zona 311: vendedor 31, visita Lunes.",#8E44AD,lunes,31,31,50,45,"MULTIPOLYGON (((-58.28021513076825 -34.776901781101515, -58.280482450951226 -34.777446765917794, -58.28085400470131 -34.77792678293936, -58.28131458025581 -34.7783221798144, -58.281845321214995 -34.7786167686201, -58.28242449854097 -34.77879848861152, -58.283028400165044 -34.7788599, -64117359 -31.251513, -64117359.00058527 -31.25145535584121, -64117359.00114805 -31.251284638597532, -64117359.00166671 -31.251007408836905, -64117359.00212132 -31.250634320343558, -64117359.00249441 -31.250179710699058, -64117359.00277164 -31.249661050297096, -64117359.00294235 -31.249098270966048, -64117359.003 -31.248513, -64117359.00294235 -31.24792772903395, -64117359.00277164 -31.247364949702902, -64117359.00249441 -31.24684628930094, -64117359.00212132 -31.24639167965644, -64117359.00166671 -31.246018591163093, -64117359.00114805 -31.245741361402466, -64117359.00058527 -31.24557064415879, -64117359 -31.245513, -55.74252900015592 -27.9130476, -55.74195491887376 -27.91310304046409, -55.741402055819066 -27.91326731281824, -55.74089084499239 -27.913534345502132, -55.74044018091421 -27.91389426889985, -55.74006672027727 -27.914333780124092, -55.73978426630968 -27.914836634695288, -55.73960325860308 -27.9153842469429, -55.73953038726192 -27.915956376937935, -55.739568345634964 -27.91653187856738, -55.739715730768246 -27.917089481101513, -58.28021513076825 -34.776901781101515)))",false
312,Zona 312 (V31 - Martes),sales,"Ruta ERP zona 312: vendedor 31, visita Martes.",#8E44AD,martes,31,31,24,22,"MULTIPOLYGON (((-58.390578272546165 -34.59968015095557, -58.39087213672887 -34.60014049162238, -58.39124458712875 -34.600539929210775, -58.39168328033866 -34.600865225929134, -58.39217367759343 -34.60110560109406, -58.392699526600175 -34.60125308841386, -58.393243400156805 -34.6013028, -64117016 -31.250085, -64117016.00058527 -31.25002735584121, -64117016.00114805 -31.24985663859753, -64117016.00166671 -31.249579408836905, -64117016.00212132 -31.249206320343557, -64117016.00249441 -31.248751710699057, -64117016.00277164 -31.248233050297095, -64117016.00294235 -31.247670270966047, -64117016.003 -31.247085, -64117016.00294235 -31.24649972903395, -64117016.00277164 -31.2459369497029, -64117016.00249441 -31.24541828930094, -64117016.00212132 -31.24496367965644, -64117016.00166671 -31.244590591163092, -64117016.00114805 -31.244313361402465, -64117016.00058527 -31.24414264415879, -64117016 -31.244085, -54.43421380020163 -26.9347146, -54.433603745684785 -26.934777282561846, -54.43301918436285 -26.934962710925298, -54.43248454411926 -26.935263136335383, -54.43202216671541 -26.935666004494326, -54.43165137416407 -26.936154480185586, -54.43138766129339 -26.936708150790658, -54.4312420482428 -26.93730387929978, -54.43122061994899 -26.937916771170592, -54.4313242718661 -26.938521214631276, -54.431548672546164 -26.93909195095557, -58.390578272546165 -34.59968015095557)))",false
313,Zona 313 (V31 - Miércoles),sales,"Ruta ERP zona 313: vendedor 31, visita Miércoles.",#8E44AD,miercoles,31,31,28,24,"MULTIPOLYGON (((-63.7862500428949 -32.76023600465384, -63.78676874944833 -32.76037923796367, -63.78730470004817 -32.7604275, -64106674 -31.7311132, -64108600.00000011 -31.66098729999801, -64110890.00000041 -31.347830399971947, -64110890.000585645 -31.347772680869124, -64110890.00114838 -31.347601901363074, -64110890.001666985 -31.347324623845648, -64110890.00212154 -31.34695150301274, -64110890.002494566 -31.346496876445865, -64110890.002771735 -31.345978213674698, -64110890.0029424 -31.34541544489102, -64110890.003 -31.344830195109033, -64110890.00294232 -31.344244953200207, -64110890.00277158 -31.343682207733483, -64110890.002494335 -31.343163582827074, -64110890.00212125 -31.34270900721778, -64110890.00166665 -31.342335948477164, -64110890.001148 -31.342058741800773, -64110890.00058524 -31.341888039162367, -64110890 -31.341830400000003, -4.779275303239737 37.8923025, -4.778665720715529 37.89223991605768, -4.778081571708694 37.892054774108175, -4.777547228707423 37.89175479884145, -4.7770849861406 37.89135250614568, -4.776714130185842 37.89086468090599, -4.776450134091025 37.89031167668758, -4.776304012582919 37.88971656652255, -4.77628186229901 37.88910418023223, -4.776384607417076 37.888500068450874, -4.776607961095667 37.88792943657487, -4.776942604334268 37.887416093116244, -61.08887070433427 -31.746866806883755, -61.08923972287318 -31.74724843265885, -61.08967022914251 -31.747559040556915, -61.0901487428949 -31.74778890465384, -63.7862500428949 -32.76023600465384)))",false
314,Zona 314 (V31 - Jueves),sales,"Ruta ERP zona 314: vendedor 31, visita Jueves.",#8E44AD,jueves,31,31,24,22,"MULTIPOLYGON (((-63.114258070457275 -31.87237531585406, -63.11472003890857 -31.872583068444516, -63.11521037500248 -31.872710137338615, -63.11571510002032 -31.872752900000002, -64110520 -31.4387019, -64110520.00058527 -31.43864425584121, -64110520.00114805 -31.438473538597535, -64110520.00166671 -31.438196308836908, -64110520.00212132 -31.43782322034356, -64110520.00249441 -31.43736861069906, -64110520.00277164 -31.4368499502971, -64110520.00294235 -31.43628717096605, -64110520.003 -31.4357019, -64110520.00294235 -31.435116629033953, -64110520.00277164 -31.434553849702905, -64110520.00249441 -31.434035189300943, -64110520.00212132 -31.433580579656443, -64110520.00166671 -31.433207491163095, -64110520.00114805 -31.43293026140247, -64110520.00058527 -31.43275954415879, -64110520 -31.4327019, -60.40559380005015 -30.3609937, -60.404990001330006 -30.36105509026645, -60.404410914188084 -30.361236748575696, -60.40388023883757 -30.36153124022518, -60.403419694149484 -30.361926512599027, -60.40304812876766 -30.362406388443684, -60.40278074969312 -30.362951227951942, -60.40262849990943 -30.363538732558414, -60.40259761052081 -30.36414485754959, -60.402689345732654 -30.36474479613825, -60.402899951111614 -30.365313994727156, -60.403220807242725 -30.365829157810445, -60.4036387824949 -30.36626920138536, -60.40413677045727 -30.36661611585406, -63.114258070457275 -31.87237531585406)))",false
315,Zona 315 (V31 - Viernes),sales,"Ruta ERP zona 315: vendedor 31, visita Viernes.",#8E44AD,viernes,31,31,18,18,"MULTIPOLYGON (((-64.51813553192225 -31.45954989290798, -64.5182093000017 -31.4595508, -64108516 -31.423083300000002, -64108516.00058527 -31.42302565584121, -64108516.00114805 -31.422854938597535, -64108516.00166671 -31.422577708836908, -64108516.00212132 -31.42220462034356, -64108516.00249441 -31.42175001069906, -64108516.00277164 -31.4212313502971, -64108516.00294235 -31.42066857096605, -64108516.003 -31.4200833, -64108516.00294235 -31.419498029033953, -64108516.00277164 -31.418935249702905, -64108516.00249441 -31.418416589300943, -64108516.00212132 -31.417961979656443, -64108516.00166671 -31.417588891163096, -64108516.00114805 -31.41731166140247, -64108516.00058527 -31.417140944158792, -64108516 -31.417083300000005, -4.3051542033552535 40.2830219, -4.3046848888017255 40.28298496378588, -4.3042271307983615 40.28287506362927, -0.1178584307983621 38.92261186362927, -0.1173113039871362 38.92237150426279, -0.1168226733347347 38.922027468714994, -0.1164119277256754 38.92159340833065, -0.1160953655627314 38.92108654664379, -0.1158855480456345 38.92052699594713, -0.1157908007421498 38.91993695923548, -0.1158148832292025 38.91933984918998, -0.1159568399127091 38.91875935916197, -0.116211037945591 38.91821852301978, -0.116567390739379 38.917738801163935, -64.19689679073937 -31.450721998836066, -64.19734686382141 -31.451125743552833, -64.19786875366383 -31.45143104105998, -64.1984412613578 -31.45162549032285, -64.19904113192226 -31.45170119290798, -64.51813553192225 -31.45954989290798)))",false
316,Zona 316 (V31 - Sábado),sales,"Ruta ERP zona 316: vendedor 31, visita Sábado.",#8E44AD,sabado,31,31,12,11,"MULTIPOLYGON (((-64.54135299485466 -31.47403618458997, -64.54195038341189 -31.47400894134348, -64.54253049981007 -31.473863750960447, -64.54307029310593 -31.473606382585295, -64.54354831459588 -31.4732470627585, -64.543945570081 -31.472800069064668, -64.54424627460209 -31.472283162812268, -64.54443847965558 -31.471716883287485, -64.54451454796762 -31.47112373162502, -64.54447145696146 -31.470527276724827, -64.54431091885955 -31.4699512187411, -64.54403931264844 -31.469418447355924, -64.54366743060945 -31.468950132257028, -64.54321004948709 -31.46856488195958, -64.54268534333461 -31.468278004396257, -64.2406257433346 -31.34039030439626, -64.24030273559386 -31.340274843681716, -64.23893413559387 -31.339872243681715, -64.23840127927194 -31.339766754698097, -64.23785813573893 -31.33975908084458, -64.23732251188228 -31.339849473707417, -64.23681196805782 -31.340034969768798, -64.23634324237597 -31.34030948756538, -64.23593170194493 -31.340664027068257, -64.20780570194493 -31.369727327068258, -64.20747084330785 -31.370141287456892, -64.20721443856058 -31.370607924484748, -64.18602903856058 -31.41887762448475, -64.18585054815496 -31.41941911147103, -64.18577772445008 -31.4199845879862, -64.18581319773281 -31.42055362983652, -64.1859556867595 -31.42110568405349, -64.1862000450326 -31.42162081123736, -64.1865374466848 -31.422080405739404, -64.19800014668479 -31.4349295057394, -64.19835629894719 -31.43526824883633, -64.19876298408889 -31.435544289621813, -64.19920928526544 -31.435750218200546, -64.26213208526545 -31.458739618200546, -64.26255890000597 -31.458860635265406, -64.26299889485466 -31.45891738458997, -64.54135299485466 -31.47403618458997)))",false
